molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"Isosakuranetin",0,0,0,0,0,3,0,-1,286.284,3.740,525.940,141.314,143.773,240.853,0.000,892.545,1.000,4.000,0.0156752,0.0076054,0.8524107,29.939,9.399,13.617,8.344,2.495,-3.960,-4.264,-5.069,429.040,-0.936,198.209,-3.033,9.155,0.421,5,0.157,3,88.668,0.000,0.000,86.046,5,0,16,0,16,2,21,0,0.029
"Isosakuranetin",0,0,0,0,0,3,0,-1,286.284,3.740,525.940,141.314,143.773,240.853,0.000,892.545,1.000,4.000,0.0156747,0.0076054,0.8524107,29.939,9.399,13.617,8.344,2.495,-3.960,-4.264,-5.069,429.040,-0.936,198.209,-3.033,9.155,0.421,5,0.157,3,88.668,0.000,0.000,86.046,5,0,16,0,16,2,21,0,0.029
"Isosakuranetin",0,0,0,0,0,3,0,-1,286.284,3.740,525.940,141.314,143.773,240.853,0.000,892.545,1.000,4.000,0.0156750,0.0076054,0.8524107,29.939,9.399,13.617,8.344,2.495,-3.960,-4.264,-5.069,429.040,-0.936,198.209,-3.033,9.155,0.421,5,0.157,3,88.668,0.000,0.000,86.046,5,0,16,0,16,2,21,0,0.029
"Hydroxygenkwanin",0,0,0,0,0,4,0,-2,300.267,3.504,527.376,92.740,195.453,239.183,0.000,894.117,2.000,4.500,0.0137288,0.0120672,0.8510882,29.344,9.988,15.323,10.424,1.800,-3.607,-4.429,-5.082,138.810,-1.477,58.534,-3.895,8.857,0.816,4,-0.006,3,75.828,0.000,0.000,106.898,6,0,16,0,16,0,22,0,0.009
"Isoginkgetin",3,0,0,0,0,7,0,-2,566.520,3.005,865.408,182.190,284.998,398.220,0.000,1596.962,2.000,7.500,0.0056550,0.0122562,0.7634970,57.065,18.570,26.977,15.222,4.499,-7.972,-9.591,-7.258,19.645,-3.118,7.072,-4.697,8.970,0.781,6,1.113,1,63.476,0.000,0.000,167.243,10,1,32,0,32,0,42,2,0.000
"Isoginkgetin",3,0,0,0,0,7,0,-2,566.520,3.005,865.408,182.190,284.998,398.220,0.000,1596.962,2.000,7.500,0.0056550,0.0122562,0.7634970,57.065,18.570,26.977,15.222,4.499,-7.972,-9.591,-7.258,19.645,-3.118,7.072,-4.697,8.970,0.781,6,1.113,1,63.476,0.000,0.000,167.243,10,1,32,0,32,0,42,2,0.000
"Isoginkgetin",3,0,0,0,0,7,0,-2,566.520,3.005,865.408,182.190,284.998,398.220,0.000,1596.962,2.000,7.500,0.0056550,0.0122562,0.7634970,57.065,18.570,26.977,15.222,4.499,-7.972,-9.591,-7.258,19.645,-3.118,7.072,-4.697,8.970,0.781,6,1.113,1,63.476,0.000,0.000,167.243,10,1,32,0,32,0,42,2,0.000
"Chrysosplenetin",0,0,0,0,0,6,0,-1,374.346,6.726,601.656,317.171,123.328,161.158,0.000,1083.676,1.000,6.000,0.0417507,0.0099725,0.8480406,34.901,10.528,16.497,9.153,2.921,-4.095,-5.386,-4.759,670.478,-0.941,321.138,-2.649,8.792,0.688,6,0.152,3,94.634,0.000,0.000,104.108,8,0,16,0,16,0,27,0,0.067
"Bilobetin",4,0,0,0,0,7,0,-2,552.493,3.392,840.967,89.551,339.662,411.754,0.000,1544.905,3.000,7.500,0.0074479,0.0154470,0.7685178,55.111,18.758,28.074,17.091,3.638,-7.426,-9.204,-7.241,5.955,-3.692,1.947,-5.657,8.988,0.793,6,0.915,1,49.160,0.000,0.000,181.498,10,1,32,0,32,0,41,2,0.000
"Bilobetin",4,0,0,0,0,7,0,-2,552.493,3.392,840.967,89.551,339.662,411.754,0.000,1544.905,3.000,7.500,0.0074480,0.0154470,0.7685178,55.111,18.758,28.074,17.091,3.638,-7.426,-9.204,-7.241,5.955,-3.692,1.947,-5.657,8.988,0.793,6,0.915,1,49.160,0.000,0.000,181.498,10,1,32,0,32,0,41,2,0.000
"Bilobetin",4,0,0,0,0,7,0,-2,552.493,3.392,840.967,89.551,339.662,411.754,0.000,1544.905,3.000,7.500,0.0074488,0.0154470,0.7685178,55.111,18.758,28.074,17.091,3.638,-7.426,-9.204,-7.241,5.955,-3.692,1.947,-5.657,8.988,0.793,6,0.915,1,49.160,0.000,0.000,181.498,10,1,32,0,32,0,41,2,0.000
"Apigenin 7-Glucuronide",3,0,0,1,0,8,1,-2,446.367,7.149,700.225,66.117,371.118,262.990,0.000,1233.640,4.000,11.550,0.0414239,0.0329894,0.7944256,40.591,15.103,27.005,21.188,0.237,-3.828,-4.635,-4.305,0.759,-3.839,0.267,-6.665,9.069,0.847,6,-0.699,1,0.274,0.000,0.000,204.154,11,2,22,0,22,5,32,1,0.000
"Sciadopitysin",2,0,0,0,0,7,0,-2,580.547,2.937,892.890,275.359,230.070,387.462,0.000,1651.603,1.000,7.500,0.0052212,0.0083997,0.7567817,59.149,18.443,25.938,13.376,5.352,-8.509,-9.952,-7.315,65.185,-2.537,25.857,-3.723,8.959,0.772,6,1.289,1,64.834,0.000,0.000,153.055,10,2,32,0,32,0,43,1,0.000
"Sciadopitysin",2,0,0,0,0,7,0,-2,580.547,2.937,892.890,275.359,230.070,387.462,0.000,1651.603,1.000,7.500,0.0052214,0.0083997,0.7567817,59.149,18.443,25.938,13.376,5.352,-8.509,-9.952,-7.315,65.185,-2.537,25.857,-3.723,8.959,0.772,6,1.289,1,64.834,0.000,0.000,153.055,10,2,32,0,32,0,43,1,0.000
"Afzelin",0,0,0,0,0,8,1,-2,432.383,4.327,649.201,120.095,296.527,232.579,0.000,1186.608,5.000,11.300,0.0157766,0.0389210,0.8349437,38.418,14.107,26.944,21.569,-0.019,-3.183,-4.412,-5.312,15.273,-2.754,5.388,-5.397,9.074,0.751,6,-0.535,2,35.063,0.000,0.000,175.169,10,1,22,0,22,5,31,1,0.001
"Afzelin",0,0,0,0,0,8,1,-2,432.383,4.327,649.201,120.095,296.527,232.579,0.000,1186.608,5.000,11.300,0.0157750,0.0389210,0.8349437,38.418,14.107,26.944,21.569,-0.019,-3.183,-4.412,-5.312,15.273,-2.754,5.388,-5.397,9.074,0.751,6,-0.535,2,35.063,0.000,0.000,175.169,10,1,22,0,22,5,31,1,0.001
"Pinostrobin",0,0,0,0,0,2,0,0,270.284,3.399,513.029,141.106,89.044,282.879,0.000,869.132,0.000,3.250,0.0132916,0.0000000,0.8585129,30.046,8.877,11.606,6.244,3.098,-3.912,-4.135,-5.170,1417.409,-0.362,721.271,-1.972,9.245,0.420,5,0.187,3,100.000,0.000,0.000,63.483,4,0,16,0,16,2,20,0,0.353
"Isoschaftoside",8,0,0,0,0,11,0,-2,564.499,4.180,790.061,192.693,414.947,182.421,0.000,1491.560,9.000,19.050,0.0117129,0.0723362,0.7990950,48.217,18.355,40.683,35.203,-2.400,-3.040,-3.885,-5.653,1.151,-4.432,0.329,-7.468,9.244,1.053,14,-1.140,1,0.000,0.000,0.000,250.929,14,3,28,0,28,10,40,2,0.000
"Isoschaftoside",8,0,0,0,0,11,0,-2,564.499,4.180,790.061,192.693,414.947,182.421,0.000,1491.560,9.000,19.050,0.0117139,0.0723362,0.7990950,48.217,18.355,40.683,35.203,-2.400,-3.040,-3.885,-5.653,1.151,-4.432,0.329,-7.468,9.244,1.053,14,-1.140,1,0.000,0.000,0.000,250.929,14,3,28,0,28,10,40,2,0.000
"Pinostrobin",0,0,0,0,0,2,0,0,270.284,3.399,513.029,141.106,89.044,282.879,0.000,869.132,0.000,3.250,0.0132916,0.0000000,0.8585129,30.046,8.877,11.606,6.244,3.098,-3.912,-4.135,-5.170,1417.409,-0.362,721.271,-1.972,9.245,0.420,5,0.187,3,100.000,0.000,0.000,63.483,4,0,16,0,16,2,20,0,0.353
"Isoquercitrin",4,0,0,0,0,11,1,-2,464.382,7.627,652.261,72.629,389.535,190.097,0.000,1217.595,7.000,13.750,0.0477812,0.0557738,0.8454319,37.326,15.205,31.575,26.601,-1.556,-2.351,-4.032,-4.940,2.004,-3.733,0.600,-6.973,8.993,0.869,8,-0.867,1,0.000,0.000,0.000,217.921,12,2,22,0,22,5,33,2,0.000
"Isoquercitrin",4,0,0,0,0,11,1,-2,464.382,7.626,652.253,72.628,389.535,190.090,0.000,1217.594,7.000,13.750,0.0477592,0.0557745,0.8454420,37.326,15.205,31.575,26.601,-1.556,-2.351,-4.032,-4.939,2.004,-3.733,0.600,-6.973,8.993,0.869,8,-0.867,1,0.000,0.000,0.000,217.923,12,2,22,0,22,5,33,2,0.000
"Neoisoliquiritine",1,0,0,0,0,13,2,-2,418.399,7.219,716.678,132.366,310.548,273.765,0.000,1254.118,5.000,11.750,0.0415540,0.0366605,0.7847539,38.303,15.202,27.279,21.447,0.053,-3.186,-3.774,-6.320,11.245,-3.582,3.870,-5.030,8.912,0.674,6,-0.770,2,33.106,0.000,0.000,170.454,9,1,18,0,18,5,30,1,0.003
"Neoisoliquiritine",1,0,0,0,0,13,2,-2,418.399,7.219,716.678,132.366,310.548,273.765,0.000,1254.118,5.000,11.750,0.0415550,0.0366605,0.7847539,38.303,15.202,27.279,21.447,0.053,-3.186,-3.774,-6.320,11.245,-3.582,3.870,-5.030,8.912,0.674,6,-0.770,2,33.106,0.000,0.000,170.454,9,1,18,0,18,5,30,1,0.003
"Vincetoxicoside B",2,0,0,0,0,9,1,-2,448.382,3.133,719.236,149.139,353.360,216.737,0.000,1262.194,6.000,12.050,0.0077743,0.0410385,0.7853160,40.650,15.406,29.513,23.999,-0.509,-3.765,-4.380,-6.039,4.416,-3.799,1.409,-6.404,8.650,0.847,7,-0.652,1,9.589,0.000,0.000,194.941,11,2,22,0,22,5,32,2,0.000
"Dichotomitin",0,0,0,0,0,5,1,-1,358.304,6.125,544.789,243.227,123.661,177.901,0.000,974.702,1.000,6.000,0.0384835,0.0110134,0.8726719,31.342,9.699,15.315,9.353,2.273,-3.285,-5.178,-4.441,665.617,-0.820,318.623,-2.692,8.854,0.747,4,-0.077,3,90.786,0.000,0.000,109.332,8,0,19,0,19,1,26,0,0.378
"Complanatuside",9,0,0,0,0,16,2,-2,624.551,9.955,886.442,317.068,369.411,199.963,0.000,1666.433,8.000,21.500,0.0594650,0.0686014,0.7668431,52.173,19.732,42.125,35.090,-1.982,-2.798,-4.135,-6.258,3.110,-4.589,0.965,-6.087,9.062,0.769,10,-1.478,1,0.000,0.000,0.000,257.261,16,3,28,0,28,10,44,2,0.001
"Neoliquiritin",0,0,0,0,0,8,1,-2,418.399,3.199,687.396,160.467,271.702,255.227,0.000,1226.500,5.000,12.750,0.0083433,0.0414752,0.8061261,40.231,14.483,28.069,23.075,-0.154,-3.403,-3.551,-5.886,26.263,-2.706,9.679,-4.860,9.209,0.498,7,-0.697,2,51.449,0.000,0.000,157.824,9,0,22,0,22,7,30,1,0.002
"Oroxin B",9,0,0,0,0,15,2,-2,594.525,14.744,750.110,184.215,377.084,188.811,0.000,1520.211,8.000,20.750,0.1429928,0.0782417,0.8523988,46.857,17.961,41.419,34.220,-2.209,-1.733,-3.878,-4.821,2.630,-3.801,0.805,-6.364,8.435,0.465,9,-1.241,1,0.000,0.000,0.000,252.683,15,3,28,0,28,10,42,2,0.005
"3-Deoxysappanchalcone",0,0,0,0,0,7,1,-2,270.284,3.553,545.645,105.001,149.930,290.713,0.000,910.087,2.000,4.250,0.0138721,0.0110152,0.8323581,28.549,10.119,14.612,9.601,2.354,-3.490,-3.694,-5.631,375.067,-1.301,171.401,-2.587,8.886,0.678,3,-0.066,3,86.802,0.000,0.000,77.482,4,0,12,0,12,0,20,0,0.227
"3-Deoxysappanchalcone",0,0,0,0,0,7,1,-2,270.284,3.553,545.645,105.001,149.930,290.713,0.000,910.087,2.000,4.250,0.0138724,0.0110152,0.8323581,28.549,10.119,14.612,9.601,2.354,-3.490,-3.694,-5.631,375.067,-1.301,171.401,-2.587,8.886,0.678,3,-0.066,3,86.802,0.000,0.000,77.482,4,0,12,0,12,0,20,0,0.227
"Flavokawain B",0,0,0,0,0,7,1,0,284.311,4.172,561.565,191.337,72.174,298.054,0.000,954.874,0.000,3.250,0.0182250,0.0000000,0.8350816,30.412,9.627,11.519,5.246,3.791,-4.018,-4.323,-5.622,2048.664,-0.548,1074.022,-1.128,9.044,0.567,3,0.223,3,100.000,0.000,0.000,58.305,4,0,12,0,12,0,21,0,2.035
"Flavokawain B",0,0,0,0,0,7,1,0,284.311,4.172,561.565,191.337,72.174,298.054,0.000,954.874,0.000,3.250,0.0182250,0.0000000,0.8350816,30.412,9.627,11.519,5.246,3.791,-4.018,-4.323,-5.622,2048.664,-0.548,1074.022,-1.128,9.044,0.567,3,0.223,3,100.000,0.000,0.000,58.305,4,0,12,0,12,0,21,0,2.035
"Prudomestin",0,0,0,0,0,5,0,-2,330.293,4.811,541.355,163.446,173.630,204.278,0.000,949.694,2.000,5.250,0.0243681,0.0137149,0.8631219,30.593,10.185,16.163,10.590,1.980,-3.481,-4.751,-4.721,223.545,-1.292,97.969,-3.520,8.634,0.730,5,-0.016,3,80.590,0.000,0.000,110.546,7,0,16,0,16,0,24,0,0.033
"Prudomestin",0,0,0,0,0,5,0,-2,330.293,4.811,541.355,163.446,173.630,204.278,0.000,949.694,2.000,5.250,0.0243682,0.0137149,0.8631219,30.593,10.185,16.163,10.590,1.980,-3.481,-4.751,-4.721,223.545,-1.292,97.969,-3.520,8.634,0.730,5,-0.016,3,80.590,0.000,0.000,110.546,7,0,16,0,16,0,24,0,0.033
"7,4'-Di-O-Methylapigenin",0,0,0,0,0,3,0,0,298.295,5.702,541.207,185.436,93.992,261.779,0.000,925.298,0.000,3.750,0.0351424,0.0000000,0.8485085,31.450,9.278,12.606,6.474,3.162,-4.021,-4.627,-5.232,1272.252,-0.488,641.773,-2.042,8.945,0.734,3,0.174,3,100.000,0.000,0.000,71.128,5,0,16,0,16,0,22,0,0.258
"Prunin",1,0,0,0,0,9,1,-2,434.399,7.996,698.276,163.952,311.468,222.857,0.000,1245.272,5.000,12.500,0.0513446,0.0400283,0.8016422,40.031,14.722,28.552,22.684,-0.287,-3.433,-3.914,-5.804,11.022,-3.210,3.787,-5.611,9.205,0.371,8,-0.681,2,30.962,0.000,0.000,178.768,10,1,22,0,22,7,31,2,0.000
"4',7-Dimethoxyisoflavone",0,0,0,0,0,3,0,1,282.295,3.245,525.365,185.364,39.701,300.300,0.000,899.763,0.000,4.000,0.0117000,0.0000000,0.8579375,30.796,8.953,12.007,6.574,3.294,-3.590,-4.172,-5.263,4163.066,0.023,2311.333,-0.905,8.975,0.540,2,0.033,3,100.000,0.000,0.000,51.980,4,0,16,0,16,0,21,0,9.023
"Kaempferol 3-O-Gentiobioside",10,0,0,0,0,16,2,-2,610.524,5.690,834.220,203.542,392.603,238.075,0.000,1594.980,9.000,21.500,0.0202953,0.0773177,0.7913852,49.677,19.557,42.450,36.846,-2.477,-2.278,-3.834,-6.043,1.874,-4.580,0.558,-6.380,9.069,0.696,10,-1.492,1,0.000,0.000,0.000,272.646,16,3,28,0,28,10,43,2,0.001
"Kaempferol 3-O-Gentiobioside",10,0,0,0,0,16,2,-2,610.524,5.689,834.220,203.542,392.603,238.075,0.000,1594.980,9.000,21.500,0.0202942,0.0773177,0.7913852,49.677,19.557,42.450,36.846,-2.477,-2.278,-3.834,-6.043,1.874,-4.580,0.558,-6.380,9.069,0.696,10,-1.492,1,0.000,0.000,0.000,272.646,16,3,28,0,28,10,43,2,0.001
"Baimaside",11,0,0,0,0,17,2,-2,626.524,5.682,808.072,171.267,459.230,177.574,0.000,1586.879,10.000,22.250,0.0203474,0.0870723,0.8142248,48.133,19.622,44.081,38.807,-3.295,-1.800,-3.783,-5.385,0.438,-5.079,0.116,-7.725,8.856,0.728,11,-1.520,1,0.000,0.000,0.000,288.979,17,3,28,0,28,10,44,2,0.000
"Baimaside",11,0,0,0,0,17,2,-2,626.524,5.683,808.072,171.267,459.230,177.574,0.000,1586.879,10.000,22.250,0.0203486,0.0870723,0.8142248,48.133,19.622,44.081,38.807,-3.295,-1.800,-3.783,-5.385,0.438,-5.079,0.116,-7.725,8.856,0.728,11,-1.520,1,0.000,0.000,0.000,288.979,17,3,28,0,28,10,44,2,0.000
"Nicotiflorin",7,0,0,0,0,14,2,-2,594.525,8.098,735.895,152.343,394.924,188.628,0.000,1502.624,8.000,19.800,0.0436435,0.0761017,0.8621502,46.793,17.920,39.676,33.591,-2.080,-1.910,-4.208,-4.662,1.782,-3.822,0.528,-6.789,9.159,0.813,9,-1.088,1,0.000,0.000,0.000,249.574,15,3,28,0,28,10,42,2,0.001
"Nicotiflorin",7,0,0,0,0,14,2,-2,594.525,8.098,735.895,152.343,394.924,188.628,0.000,1502.624,8.000,19.800,0.0436425,0.0761017,0.8621503,46.793,17.920,39.676,33.591,-2.080,-1.910,-4.208,-4.662,1.782,-3.822,0.528,-6.789,9.159,0.813,9,-1.088,1,0.000,0.000,0.000,249.574,15,3,28,0,28,10,42,2,0.001
"Vicenin 2",9,0,0,0,0,13,0,-2,594.525,9.038,815.908,164.892,489.679,161.338,0.000,1562.542,10.000,20.750,0.0522789,0.0804224,0.7981387,49.572,19.598,44.380,38.328,-3.248,-2.721,-3.752,-5.568,0.225,-5.345,0.056,-8.728,9.147,0.954,15,-1.308,1,0.000,0.000,0.000,273.410,15,3,28,0,28,10,42,2,0.000
"Vicenin 2",9,0,0,0,0,13,0,-2,594.525,9.038,815.908,164.892,489.679,161.338,0.000,1562.542,10.000,20.750,0.0522824,0.0804224,0.7981387,49.572,19.598,44.380,38.328,-3.248,-2.721,-3.752,-5.568,0.225,-5.345,0.056,-8.728,9.147,0.954,15,-1.308,1,0.000,0.000,0.000,273.410,15,3,28,0,28,10,42,2,0.000
"Liquiritin Apioside",5,0,0,0,0,13,2,-2,550.515,7.674,804.228,262.502,327.296,214.431,0.000,1508.044,7.000,18.600,0.0390458,0.0611903,0.7907911,47.898,17.702,37.310,31.045,-1.324,-2.907,-3.794,-5.940,7.801,-3.709,2.606,-5.548,9.243,0.452,9,-1.171,1,0.000,0.000,0.000,213.019,13,3,27,0,27,11,39,2,0.002
"Mirificin",7,0,0,0,0,13,1,-2,548.499,6.923,794.221,176.499,353.851,263.870,0.000,1487.936,8.000,18.350,0.0322124,0.0653491,0.7936213,47.566,18.267,38.638,32.756,-1.574,-2.863,-3.919,-6.130,4.368,-3.966,1.393,-5.863,8.906,0.815,11,-1.167,1,0.000,0.000,0.000,221.936,13,3,27,0,27,9,39,2,0.001
"Mirificin",7,0,0,0,0,13,1,-2,548.499,6.923,794.221,176.499,353.851,263.870,0.000,1487.936,8.000,18.350,0.0322128,0.0653491,0.7936213,47.566,18.267,38.638,32.756,-1.574,-2.863,-3.919,-6.130,4.368,-3.966,1.393,-5.863,8.906,0.815,11,-1.167,1,0.000,0.000,0.000,221.936,13,3,27,0,27,9,39,2,0.001
"Prunin",1,0,0,0,0,9,1,-2,434.399,7.996,698.276,163.952,311.468,222.857,0.000,1245.272,5.000,12.500,0.0513446,0.0400283,0.8016422,40.031,14.722,28.552,22.684,-0.287,-3.433,-3.914,-5.804,11.022,-3.210,3.787,-5.611,9.205,0.371,8,-0.681,2,30.962,0.000,0.000,178.768,10,1,22,0,22,7,31,2,0.000
"Puerarin 6''-O-Xyloside",7,0,0,0,0,12,1,-2,548.499,1.289,829.872,188.432,380.313,261.127,0.000,1522.715,8.000,19.300,0.0010907,0.0657796,0.7713173,49.574,18.892,39.485,34.159,-1.977,-3.247,-3.593,-6.478,2.451,-4.422,0.746,-6.457,8.932,0.900,11,-1.259,1,0.000,0.000,0.000,225.165,13,3,28,0,28,10,39,2,0.000
"Puerarin 6''-O-Xyloside",7,0,0,0,0,12,1,-2,548.499,1.289,829.872,188.432,380.313,261.127,0.000,1522.715,8.000,19.300,0.0010907,0.0657796,0.7713173,49.574,18.892,39.485,34.159,-1.977,-3.247,-3.593,-6.478,2.451,-4.422,0.746,-6.457,8.932,0.900,11,-1.259,1,0.000,0.000,0.000,225.165,13,3,28,0,28,10,39,2,0.000
"Plantagoside",5,0,0,0,0,11,1,-2,466.398,8.279,704.827,133.185,413.823,157.819,0.000,1282.455,7.000,14.000,0.0534462,0.0525527,0.8099240,39.614,15.772,32.536,26.919,-1.603,-2.894,-3.855,-5.360,1.179,-4.305,0.338,-7.534,8.897,0.582,10,-0.885,1,0.000,0.000,0.000,221.007,12,2,22,0,22,7,33,2,0.000
"Plantagoside",5,0,0,0,0,11,1,-2,466.398,8.279,704.827,133.185,413.823,157.819,0.000,1282.455,7.000,14.000,0.0534462,0.0525527,0.8099240,39.614,15.772,32.536,26.919,-1.603,-2.894,-3.855,-5.360,1.179,-4.305,0.338,-7.534,8.897,0.582,10,-0.885,1,0.000,0.000,0.000,221.007,12,2,22,0,22,7,33,2,0.000
"Plantagoside",5,0,0,0,0,11,1,-2,466.398,8.279,704.827,133.185,413.823,157.819,0.000,1282.455,7.000,14.000,0.0534472,0.0525527,0.8099240,39.614,15.772,32.536,26.919,-1.603,-2.894,-3.855,-5.360,1.179,-4.305,0.338,-7.534,8.897,0.582,10,-0.885,1,0.000,0.000,0.000,221.007,12,2,22,0,22,7,33,2,0.000
"1-(4-Hydroxy-2-Methoxyphenyl)-3-(4-Hydro",0,0,0,0,0,7,1,-2,270.284,3.553,545.645,105.001,149.930,290.713,0.000,910.087,2.000,4.250,0.0138721,0.0110152,0.8323581,28.549,10.119,14.612,9.601,2.354,-3.490,-3.694,-5.631,375.067,-1.301,171.401,-2.587,8.886,0.678,3,-0.066,3,86.802,0.000,0.000,77.482,4,0,12,0,12,0,20,0,0.227
"1-(4-Hydroxy-2-Methoxyphenyl)-3-(4-Hydro",0,0,0,0,0,7,1,-2,270.284,2.661,535.052,123.821,137.984,273.247,0.000,905.099,2.000,4.250,0.0078206,0.0112333,0.8457320,28.183,9.911,14.355,9.375,2.394,-3.311,-3.694,-5.331,486.855,-1.145,227.230,-2.428,8.784,0.425,3,-0.071,3,89.061,0.000,0.000,74.256,4,0,12,0,12,0,20,0,0.493
"1-(4-Hydroxy-2-Methoxyphenyl)-3-(4-Hydro",0,0,0,0,0,7,1,-2,270.284,3.553,545.645,105.001,149.930,290.713,0.000,910.087,2.000,4.250,0.0138724,0.0110152,0.8323581,28.549,10.119,14.612,9.601,2.354,-3.490,-3.694,-5.631,375.067,-1.301,171.401,-2.587,8.886,0.678,3,-0.066,3,86.802,0.000,0.000,77.482,4,0,12,0,12,0,20,0,0.227
"1-(4-Hydroxy-2-Methoxyphenyl)-3-(4-Hydro",0,0,0,0,0,7,1,-2,270.284,2.660,535.052,123.821,137.984,273.247,0.000,905.099,2.000,4.250,0.0078204,0.0112333,0.8457320,28.183,9.911,14.355,9.375,2.394,-3.311,-3.694,-5.331,486.855,-1.145,227.230,-2.428,8.784,0.425,3,-0.071,3,89.061,0.000,0.000,74.256,4,0,12,0,12,0,20,0,0.493
"Prunin",1,0,0,0,0,9,1,-2,434.399,5.946,690.592,165.651,307.816,217.125,0.000,1241.151,5.000,12.500,0.0284843,0.0404738,0.8087730,39.812,14.603,28.163,22.602,-0.275,-3.331,-3.914,-5.662,11.937,-3.116,4.127,-5.564,9.216,0.402,8,-0.673,2,31.649,0.000,0.000,178.791,10,1,22,0,22,7,31,2,0.001
"4'-O-Methylbroussochalcone B",0,0,0,0,0,9,1,-2,338.402,5.289,692.027,308.362,138.549,245.117,0.000,1184.021,1.000,3.250,0.0236277,0.0046963,0.7821343,37.792,12.201,15.655,6.675,4.673,-6.139,-5.501,-6.226,480.885,-1.489,224.220,-2.345,8.887,0.660,6,0.823,3,100.000,0.000,0.000,76.161,4,0,12,0,12,0,25,1,0.001
"4'-O-Methylbroussochalcone B",0,0,0,0,0,9,1,-2,338.402,5.289,692.027,308.362,138.549,245.117,0.000,1184.021,1.000,3.250,0.0236260,0.0046963,0.7821342,37.792,12.201,15.655,6.675,4.673,-6.139,-5.501,-6.226,480.885,-1.489,224.220,-2.345,8.888,0.660,6,0.823,3,100.000,0.000,0.000,76.161,4,0,12,0,12,0,25,1,0.001
"Isobavachromene",0,0,0,0,0,6,1,-2,322.360,4.671,621.519,165.156,129.091,327.271,0.000,1066.981,1.000,3.250,0.0204446,0.0052291,0.8124849,35.819,11.531,15.205,7.661,4.095,-5.438,-5.347,-6.127,591.197,-1.102,280.298,-2.170,8.886,0.703,2,0.633,3,100.000,0.000,0.000,73.948,4,0,16,0,16,1,24,0,0.008
"Isobavachromene",0,0,0,0,0,6,1,-2,322.360,4.671,621.519,165.156,129.091,327.271,0.000,1066.981,1.000,3.250,0.0204449,0.0052291,0.8124849,35.819,11.531,15.205,7.661,4.095,-5.438,-5.347,-6.127,591.197,-1.102,280.298,-2.170,8.886,0.703,2,0.633,3,100.000,0.000,0.000,73.948,4,0,16,0,16,1,24,0,0.008
"4',7-Di-O-Methylnaringenin",0,0,0,0,0,3,0,0,300.310,4.175,550.709,234.218,89.054,227.437,0.000,944.883,0.000,4.000,0.0184516,0.0000000,0.8455936,31.906,9.184,12.586,6.475,3.162,-4.070,-4.425,-5.115,1417.114,-0.448,721.109,-2.072,9.142,0.405,5,0.164,3,100.000,0.000,0.000,71.763,5,0,16,0,16,2,22,0,0.217
"Guaijaverin",2,0,0,0,0,9,1,-2,434.356,4.640,644.107,102.570,336.796,204.741,0.000,1166.370,6.000,12.050,0.0184625,0.0458252,0.8319516,36.701,14.232,28.341,23.624,-0.822,-2.820,-4.134,-5.228,6.340,-3.223,2.083,-6.141,8.854,0.681,7,-0.723,2,10.573,0.000,0.000,198.636,11,2,22,0,22,5,31,2,0.000
"Guaijaverin",2,0,0,0,0,9,1,-2,434.356,4.641,644.107,102.570,336.796,204.741,0.000,1166.370,6.000,12.050,0.0184632,0.0458252,0.8319516,36.701,14.232,28.341,23.624,-0.822,-2.820,-4.134,-5.228,6.340,-3.223,2.083,-6.141,8.854,0.681,7,-0.723,2,10.573,0.000,0.000,198.636,11,2,22,0,22,5,31,2,0.000
"(2S)-2'-Methoxykurarinone",2,0,0,0,0,9,0,-2,452.546,3.636,777.112,492.456,133.736,150.919,0.000,1462.251,2.000,5.750,0.0090402,0.0104640,0.8017326,48.028,14.284,21.844,10.133,5.150,-6.710,-6.875,-5.460,534.169,-1.366,251.190,-2.589,8.903,0.258,12,1.027,1,92.962,0.000,0.000,86.996,6,1,16,0,16,2,33,2,0.000
"Leucoside",8,0,0,0,0,14,2,-2,580.498,6.023,778.113,174.398,414.901,188.815,0.000,1510.789,8.000,19.800,0.0240103,0.0719726,0.8183229,47.122,18.255,39.430,33.830,-2.348,-2.298,-3.966,-5.372,1.152,-4.411,0.330,-7.157,8.882,0.601,9,-1.243,1,0.000,0.000,0.000,250.689,15,3,28,0,28,10,41,2,0.000
"Leucoside",8,0,0,0,0,14,2,-2,580.498,6.023,778.113,174.397,414.901,188.815,0.000,1510.789,8.000,19.800,0.0240100,0.0719726,0.8183231,47.122,18.255,39.430,33.830,-2.348,-2.298,-3.966,-5.372,1.152,-4.411,0.330,-7.157,8.882,0.601,9,-1.243,1,0.000,0.000,0.000,250.690,15,3,28,0,28,10,41,2,0.000
