r_qp_SAamideO,r_qp_QPPMDCK,s_sd_PUBCHEM\_SUBSTANCE\_COMMENT,s_vsw_variant,i_qp_#acid,i_qp_RuleOfFive,r_qp_FOSA,i_qp_#in56,i_qp_#noncon,r_qp_QPlogS,r_qp_QPlogKhsa,s_m_source_file,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_i_glide_metal,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,r_i_glide_ecoul,s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,i_qp_#rotor,r_qp_volume,r_i_glide_energy,r_i_glide_gscore,r_i_glide_ligand_efficiency_sa,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_Jm,i_lp_mmshare_version,r_qp_glob,r_qp_QPpolrz,s_m_title,r_epik_Ionization_Penalty,r_i_glide_emodel,r_qp_PSA,s_lp_Variant,i_qp_CNS,r_qp_SASA,b_lp_Chiralities_Consistent,r_lp_Energy,i_epik_Tot_Q,i_i_glide_confnum,r_qp_QPlogPo/w,s_epik_cmdline,r_qp_QPlogPw,i_sd_version,s_lp_Force_Field,i_sd_PUBCHEM\_SUBSTANCE\_ID,i_i_glide_lignum,r_qp_IP(eV),i_qp_HumanOralAbsorption,r_i_glide_einternal,r_epik_State_Penalty,r_i_glide_evdw,r_qp_QPlogKp,r_qp_accptHB,i_f3d_flags,r_qp_FISA,i_qp_#amidine,s_i_glide_gridfile,r_epik_Ionization_Penalty_Neutral,r_qp_ACxDN^.5/SA,i_i_glide_posenum,i_qp_#ringatoms,b_sd_chiral_flag,r_qp_QPPCaco,i_i_glide_rotatable_bonds,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,r_qp_QPlogPC16,r_qp_WPSA,s_vsw_compound_code,r_epik_Ionization_Penalty_Charging,i_qp_#amine,r_i_glide_ligand_efficiency,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,i_qp_#metab,i_epik_Tot_abs_Q,i_sd_PUBCHEM\_TOTAL\_CHARGE,r_qp_CIQPlogS,i_qp_#NandO,r_qp_dipole,i_m_ct_format,r_qp_EA(eV),i_qp_#in34,r_i_glide_lipo,s_lp_label,r_qp_mol_MW,r_i_glide_erotb,s_epik_Chemistry_Notes,i_qp_#nonHatm,r_epik_Charging_Adjusted_Penalty,i_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,r_i_glide_ligand_efficiency_ln,r_qp_QPlogBB,r_i_glide_rewards,i_m_ct_stereo_status,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,r_i_glide_esite,i_m_source_file_index,r_i_glide_eff_state_penalty,i_m_ct_enhanced_stereo_status,r_i_docking_score,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,r_qp_dip^2/V,i_qp_#amide,r_qp_PercentHumanOralAbsorption,r_i_glide_hbond,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,s_epik_input,r_qp_QPlogPoct,r_qp_QPlogHERG,r_qp_SAfluorine,i_qp_#stars,i_qp_RuleOfThree,r_qp_donorHB,r_qp_PISA,i_qp_#rtvFG
19.52,0.022,,2667-1,0,3,462.761,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD058519,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.681,-76.7053394317627,-8.96927272808813,-0.712769439916887,20859,0.00623147370014247,56135,0.8120029,48.669,482134792,0.4495,-155.832859794101,258.164,482134792-1,-2,847.908,1,60.691817,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482134792,86,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.05,0,glide-grid_Sa_minmz_2,0.2721,0.0966406,375,18,1,0.05,19,42613186  1,19.723,0.0,2667,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD058519,13,4,0,3.7,16,8.861,2,-0.784,0,-0.0859088487877954,1334_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN,-0.562256012660161,1334,0.4943,2,-8.47497272808813,PD058519,0.0462182,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.521,0.022,,4123-1,0,3,462.771,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD126829,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.669,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623521797092861,56135,0.8120028,48.668,482188354,0.4495,-155.832859794101,258.163,482188354-1,-2,847.904,1,60.691843,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482188354,81,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.036,0,glide-grid_Sa_minmz_2,0.2721,0.096641,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4123,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD126829,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,2062_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,20859,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN SULFATE,-0.562256012660161,2062,0.4943,2,-8.47497272808813,PD126829,0.046215,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.523,0.022,,4155-1,0,3,462.782,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD126829,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.695,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623343839504845,56135,0.8119924,48.669,482188354,0.4495,-155.832859794101,258.166,482188354-1,-2,847.924,1,60.691843,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.268,0,OPLS_2005,482188354,86,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.043,0,glide-grid_Sa_minmz_2,0.2721,0.0966388,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4155,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD126829,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,2078_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,20859,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN SULFATE,-0.562256012660161,2078,0.4943,2,-8.47497272808813,PD126829,0.0462139,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.099,2
19.522,0.022,,4187-1,0,3,462.499,18,14,2.0,-1.917,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD126829,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.353,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00622898179546383,56135,0.8121423,48.656,482188354,0.4495,-155.832859794101,258.149,482188354-1,-2,847.653,1,61.59784,4,818,-5.851,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482188354,91,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.059,0,glide-grid_Sa_minmz_2,0.2721,0.0966696,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.72,0.0,4187,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD126829,13,4,0,3.7,16,8.863,2,-0.784,0,-0.0859088487877954,2094_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,20859,0,-1.7979936676801,-3.454,-1.815,1,PLAZOMICIN SULFATE,-0.562256012660161,2094,0.4943,2,-8.47497272808813,PD126829,0.046253,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.387,-6.991,0.0,12,2,14.0,34.095,2
19.52,0.022,,4219-1,0,3,462.76,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD126829,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.669,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623371531651057,56135,0.8120076,48.668,482188354,0.4495,-155.832859794101,258.167,482188354-1,-2,847.899,1,60.691846,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482188354,106,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.042,0,glide-grid_Sa_minmz_2,0.2721,0.0966416,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4219,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD126829,13,4,0,3.7,16,8.861,2,-0.784,0,-0.0859088487877954,2110_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,20859,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN SULFATE,-0.562256012660161,2110,0.4943,2,-8.47497272808813,PD126829,0.0462223,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.52,0.022,,4283-1,0,3,462.761,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD126829,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.681,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623147370014247,56135,0.8120029,48.669,482188354,0.4495,-155.832859794101,258.164,482188354-1,-2,847.908,1,60.691817,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482188354,126,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.05,0,glide-grid_Sa_minmz_2,0.2721,0.0966406,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4283,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD126829,13,4,0,3.7,16,8.861,2,-0.784,0,-0.0859088487877954,2142_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,20859,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN SULFATE,-0.562256012660161,2142,0.4943,2,-8.47497272808813,PD126829,0.0462182,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.519,0.022,,4321-1,0,3,462.759,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,TRC-P579505,-0.0,https://www.lgcstandards.com/US/en/,-50.3559226989746,1380078-95-4,21,1698.673,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.0062327586390531,56135,0.8120058,48.668,485312076,0.4495,-155.832859794101,258.166,485312076-1,-2,847.902,1,60.691856,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,485312076,141,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.046,0,glide-grid_Sa_minmz_2,0.2721,0.0966412,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4321,0.1774,5,-0.206706651904588,https://www.lgcstandards.com/CA/en/p/TRC-P579505-0.25MG,13,4,0,3.7,16,8.862,2,-0.784,0,-0.0859088487877954,2161_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,15699,0,-1.7979936676801,-3.455,-1.815,1,"1380078-95-4
Plazomicin Sulfate (>85%)",-0.562256012660161,2161,0.4943,2,-8.47497272808813,TRC-P579505,0.0462285,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.098,2
19.52,0.022,,4385-1,0,3,462.76,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,TRC-P579505,-0.0,https://www.lgcstandards.com/US/en/,-50.3559226989746,1380078-95-4,21,1698.669,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623359150037735,56135,0.8120064,48.668,485312076,0.4495,-155.832859794101,258.167,485312076-1,-2,847.9,1,60.691841,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,485312076,166,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.043,0,glide-grid_Sa_minmz_2,0.2721,0.0966414,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4385,0.1774,5,-0.206706651904588,https://www.lgcstandards.com/CA/en/p/TRC-P579505-0.25MG,13,4,0,3.7,16,8.861,2,-0.784,0,-0.0859088487877954,2193_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,15699,0,-1.7979936676801,-3.455,-1.815,1,"1380078-95-4
Plazomicin Sulfate (>85%)",-0.562256012660161,2193,0.4943,2,-8.47497272808813,TRC-P579505,0.046221,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.098,2
19.521,0.022,,4417-1,0,3,462.487,18,14,2.0,-1.917,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,TRC-P579505,-0.0,https://www.lgcstandards.com/US/en/,-50.3559226989746,1380078-95-4,21,1698.336,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00622884284080131,56135,0.8121502,48.655,485312076,0.4495,-155.832859794101,258.149,485312076-1,-2,847.639,1,61.598016,4,818,-5.851,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,485312076,171,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.06,0,glide-grid_Sa_minmz_2,0.2721,0.0966712,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.719,0.0,4417,0.1774,5,-0.206706651904588,https://www.lgcstandards.com/CA/en/p/TRC-P579505-0.25MG,13,4,0,3.7,16,8.865,2,-0.784,0,-0.0859088487877954,2209_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,15699,0,-1.7979936676801,-3.453,-1.815,1,"1380078-95-4
Plazomicin Sulfate (>85%)",-0.562256012660161,2209,0.4943,2,-8.47497272808813,TRC-P579505,0.0462754,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.387,-6.991,0.0,12,2,14.0,34.093,2
19.52,0.022,,4449-1,0,3,462.765,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,TRC-P579505,-0.0,https://www.lgcstandards.com/US/en/,-50.3559226989746,1380078-95-4,21,1698.681,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623257953375998,56135,0.8120012,48.669,485312076,0.4495,-155.832859794101,258.169,485312076-1,-2,847.91,1,60.691807,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,485312076,176,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.047,0,glide-grid_Sa_minmz_2,0.2721,0.0966403,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4449,0.1774,5,-0.206706651904588,https://www.lgcstandards.com/CA/en/p/TRC-P579505-0.25MG,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,2225_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,15699,0,-1.7979936676801,-3.455,-1.815,1,"1380078-95-4
Plazomicin Sulfate (>85%)",-0.562256012660161,2225,0.4943,2,-8.47497272808813,TRC-P579505,0.0462115,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.099,2
19.523,0.022,,4481-1,0,3,462.782,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,TRC-P579505,-0.0,https://www.lgcstandards.com/US/en/,-50.3559226989746,1380078-95-4,21,1698.695,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623345193972756,56135,0.8119925,48.669,485312076,0.4495,-155.832859794101,258.166,485312076-1,-2,847.924,1,60.691843,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.268,0,OPLS_2005,485312076,186,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.043,0,glide-grid_Sa_minmz_2,0.2721,0.0966388,375,18,1,0.05,19,"71515458  1
1118  2
42613186  2",19.723,0.0,4481,0.1774,5,-0.206706651904588,https://www.lgcstandards.com/CA/en/p/TRC-P579505-0.25MG,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,2241_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,15699,0,-1.7979936676801,-3.455,-1.815,1,"1380078-95-4
Plazomicin Sulfate (>85%)",-0.562256012660161,2241,0.4943,2,-8.47497272808813,TRC-P579505,0.0462139,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.099,2
